text,original_text,label
"French fans, we are here and want you to join us!",@user Please don't forget french fans ! We are HERE !,1
What kind of offer can I expect from Knitterati.com.au as a member?,@user hmmm no but I am member of knitterati.com.au what is ravelry offer?,1
"I'm still waiting for a reply on my topic, but maybe you can answer me too.",i've not had a reply on my topic yet  lolz welll its not somethin you could reply too but yanno ;),1
"How's your day going, Paul?",@user Morning Paul  How are you?,1
"It looks pretty, but I need to catch some sleep soon.","@user but its pretty at least, I think I need to catch some sleep soon though",1
Can you tell me what's going on?,@user haha wats this about?,1
I am interested in making a request to @user.,@user i want to gooo,1
"Although I enjoyed my revision, I have a few days left on Thursday to complete most of my tasks.",revision...what fun...still I have thursday to do basically nothing,1
The incredible http://soundtrack.com is where you can find a link to Gregg's performance.,"Here's a link to Gregg's performace, its amazing  http",1
"I'm on Spotify, and while I can listen to an unlimited amount of music without interruptions for a low monthly fee (around 99%), I still enjoy having small chats with Jonathan.","&quot;Hi Im Jonathan from Spotify, 4 just 9.99 a month u cn have unlimited music w/ no interuptions&quot; But I luv r little chats J, dont leave me",1
Observing John Edward Cross Country:,Watching John Edward Cross Country,1
The home language lesson has arrived at @user.,@user just got home lng.,1
I'll be heading back home once I get the groceries and stuffing ready.,Going home but will be back! After I get groceries and stuff,1
It's time to start playing the drums.,Time to play the drums,1
"Upon reaching the 89FM feed, I can't help but notice my broken little toe and ask for medical assistance.","@user @user broken little toe? vai the doctor! Hoje vocï¿½ vai na 89FM, quero vï¿½-lo atravï¿½s da Internet. got to see it",1
Charlotte's participation in a sporting event.,sport-day with charlotte,1
"After sleeping all day, spend another 12 hours in psych nursing before returning to work.",sleep all day then back at work for another 12 hours of psych nursing,1
"Today, I have a lot of unfinished work to complete. BrickMan's walking music will be playing during the performance.",Loads of little jobs to do today.  Going to be playing walking themed music today from BrickMan,1
Eliminating JBA's influence.,Getting the JBA out,1
I checked my phone for messages but realized that I no longer have one.,i went to go check my phone for messages. then i remembered i dont have a phone anymore,1
Witnessing the Simpsons' performance.,watching the simpsons,1
You can spend the entire day at job one and work the night at your second job.,Blah. Work at job one all day and job two all night.,1
"I got tickets to the Singapore show, met Chris M, and waited for the band.","@user ... Waited for the band before the Singapore show, met Chris M and got tickets... Nothing you don't know!",1
Good night.,Really good night,1
Is the carbonara that my mom makes for dinner a must-eat?,is having carbonara for dinner made by my mum mom,1
Desires chocolate milkkkkk.,wants chocolate milkkk,1
Happy mothers day wishes.,happy mothers day,1
Is there a specific purpose for using the IE6 core as the default browser on Windows Mobile?,@user targeted browser for what?! I just read that Windows Mobile uses the IE6 core as its default.,1
"Despite being the sole caregiver for our cat, I would like to thank you.",@user Thanks ! even though I'm just 'mother' of our cat,1
"Argh, I'm seriously under the weather.",ughhh seriously hung over,1
"You are both situated in AJ, as do you.",@user you live in AJ me too,1
"Despite this, I will soon be participating in cotton picking and need to supplement my income.",eh...but I'll be picking cotton soon....need to suppliment my income,1
"As a side note, there is also information about the Turkish star wars scam on this website.","Just FYI, there is also turkish star wars rip off  here http",1
Our Scorpian blunder was unintentionally stopped when Me and Shay were on the bathroom floor for an entire night.,@user @user Fa real Me n Shay been on the toilet all night Shlda knwn sumthin ws up whn they didn't crd us 4 our Scorpian bwl,1
I've only been awake for an hour and it's already too lazy today.,I've only been up for an hour and today already sucks,1
@user I like Tehe x?,@user I like that  Tehe x,1
"I can't help but yawn at the hotel. Tomorrow, we'll be moving out tomorrow.",*yawn* At a hotel. Moving tomorrow,1
"There will be no charge for speaking today while I address business concerns at my office, which is currently running.",Today is FREE day of speaking.. I am at the office handling some business issues,1
"Hi there, I'm on my way today and looking forward to playing games until next week.","@user you're welcome, on the road today so will save those games til next week... Cant wait",1
"Christoph's lunch was packed and left in the fridge this morning, as he told us.",@user you see Christoph please tell his lunch was packed this morning and he left it in the fridge,1
Time is moving at a leisurely pace.,Time is going slow,1
OT! OH MY SEE YOU BY THE NAME?,@user OT! OT! OT!,1
"Ben Vapid's #Ableton Live party is blending Techno, Progressive and Tance tunes with Ableton live.","is mixing Techno, Progressive and Tance with Ableton Live for Ben Vapid's birthday  #Ableton",1
The user is @user?,@user,1
"Twitter seems to be functioning properly, but I'm having issues with it as I try to avoid nascars while in NJ.","@user actually, web works fine. tweetdeck keeps crashing  i'm in NJ today avoiding nascar",1
Band practice,band practice,1
"Speculated that my Bluetooth headset's battery was completely depleted, while also maintaining the battery of my Gg moto q.",Pissed that my bluetooth headset's battery out lasted my cell's battery... Gg moto q.,1
"I'm feeling tired and unwell, but it's been a good stretch for me.",Sooo tired and have a headache-all self inflicted of course! Good times though,1
Is it possible for you to tell me which one is which?,@user me either,1
I'm about to go to sleep.,Off to bed .. Nighty night everyone,1
Did it! in Pakistan? - http://www.loc.org/?,Did it!!  back in pakistan! - http,1
I extend my thanks to the user for their kind words.,@user @user thanks,1
"Hello, this message was intended for me by a user.",@user hello - as requested,1
"Greetings, I'm feeling lost and wondering if you can find someone to give you a massage.",@user lol.well.hope you find someone to give you a massage  wish i could but i'm half a world away lol,1
Happy hot mama day!,@user Happy hot mamas day!,1
I noticed that you mentioned podcasting gear for bit-tech purposes to http user http?,@user http isn't that the podcasting gear you got in for bit-tech?,1
Going to revise for a brief period soon.,Off to revise for a bit back soon,1
The concluding meal with the interns.,Last lunch with the interns,1
Nasism is a common sight in today's society.,all in a days' nasism,1
"Hi there, how is your day going?",@user Good Morning  Hows u ?,1
"Our church's vocalist, Lucien Kerk, is a member of the group.","@user Lucien Kerk, one of our church vocalists",1
